,timestamp,soc,voltage,current
55327,13-12-2021 20:33,92,57.1,0
55328,13-12-2021 20:33,92,57.1,0
55329,13-12-2021 20:35,92,57.1,0
55330,13-12-2021 20:35,92,57.1,0
55331,13-12-2021 20:37,92,57.1,0
55332,13-12-2021 20:37,92,57.1,0
55333,13-12-2021 20:39,92,57.1,0
55334,13-12-2021 20:39,92,57.1,0
55335,13-12-2021 20:42,92,57.1,0
55336,13-12-2021 20:42,92,57.1,0
55337,13-12-2021 20:42,92,57.1,0
55338,13-12-2021 20:44,92,57.1,0
55339,13-12-2021 20:44,92,57.1,0
55340,13-12-2021 20:46,92,57.1,0
55341,13-12-2021 20:46,92,57.1,0
55342,13-12-2021 20:48,92,57.1,0
55343,13-12-2021 20:48,92,57.1,0
55344,13-12-2021 20:50,92,57.1,0
55345,13-12-2021 20:50,92,57.1,0
55346,13-12-2021 20:53,92,57.1,0
55347,13-12-2021 20:53,92,57.1,0
55348,13-12-2021 20:53,92,57.1,0
55349,13-12-2021 20:55,92,57.1,0
55350,13-12-2021 20:55,92,57.1,0
55351,13-12-2021 20:57,92,57.1,0
55352,13-12-2021 20:57,92,57.1,0
55353,13-12-2021 20:59,92,57.1,0
55354,13-12-2021 20:59,92,57.1,0
55355,13-12-2021 21:01,92,57.1,0
55356,13-12-2021 21:01,92,57.1,0
55357,13-12-2021 21:03,92,57.1,0
55358,13-12-2021 21:03,92,57.1,0
55359,13-12-2021 21:03,92,57.1,0
55360,13-12-2021 21:06,92,57.1,0
55361,13-12-2021 21:06,92,57.1,0
55362,13-12-2021 21:08,92,57.1,0
55363,13-12-2021 21:08,92,57.1,0
55364,13-12-2021 21:10,92,57.1,0
55365,13-12-2021 21:10,92,57.1,0
55366,13-12-2021 21:12,92,57.1,0
55367,13-12-2021 21:12,92,57.1,0
55368,13-12-2021 21:14,92,57.1,0
55369,13-12-2021 21:17,92,57.1,0
55370,13-12-2021 21:17,92,57.1,0
55371,13-12-2021 21:17,92,57.1,0
55372,13-12-2021 21:19,92,57.1,0
55373,13-12-2021 21:19,92,57.1,0
55374,13-12-2021 21:21,92,57.1,0
55375,13-12-2021 21:21,92,57.1,0
55376,13-12-2021 21:23,92,57.1,0
55377,13-12-2021 21:23,92,57.1,0
55378,13-12-2021 21:25,92,57.1,0
55379,13-12-2021 21:25,92,57.1,0
55380,13-12-2021 21:28,92,57.1,0
55381,13-12-2021 21:28,92,57.1,0
55382,13-12-2021 21:30,92,57.1,0
55383,13-12-2021 21:30,92,57.1,0
55384,13-12-2021 21:30,92,57.1,0
55385,13-12-2021 21:32,92,57.1,0
55386,13-12-2021 21:32,92,57.1,0
55387,13-12-2021 21:34,92,57.1,0
55388,13-12-2021 21:34,92,57.1,0
55389,13-12-2021 21:36,92,57.1,0
55390,13-12-2021 21:36,92,57.1,0
55391,13-12-2021 21:38,92,57.1,0
55392,13-12-2021 21:38,91,57.1,0
55393,13-12-2021 21:41,91,57.1,0
55394,13-12-2021 21:41,91,57.1,0
55396,13-12-2021 21:41,91,57.1,0
55395,13-12-2021 21:43,91,57.1,0
55397,13-12-2021 21:43,91,57.1,0
55398,13-12-2021 21:45,91,57.1,0
55400,13-12-2021 21:45,91,57.1,0
55399,13-12-2021 21:47,91,57.1,0
55401,13-12-2021 21:47,91,57.1,0
55402,13-12-2021 21:49,91,57.1,0
55403,13-12-2021 21:49,91,57.1,0
55404,13-12-2021 21:52,91,57.1,0
55405,13-12-2021 21:52,91,57.1,0
55406,13-12-2021 21:54,91,57.1,0
55407,13-12-2021 21:54,91,57.1,0
55408,13-12-2021 21:54,91,57.1,0
55409,13-12-2021 21:56,91,57.1,0
55410,13-12-2021 21:56,91,57.1,0
55411,13-12-2021 21:58,91,57.1,0
55412,13-12-2021 21:58,91,57.1,0
55413,13-12-2021 22:00,91,57.1,0
55414,13-12-2021 22:00,91,57.1,0
55415,13-12-2021 22:02,91,57.1,0
55416,13-12-2021 22:02,91,57.1,0
55417,13-12-2021 22:05,91,57.1,0
55418,13-12-2021 22:05,91,57.1,0
55419,13-12-2021 22:05,91,57.1,0
55420,13-12-2021 22:07,91,57.1,0
55421,13-12-2021 22:07,91,57.1,0
55422,13-12-2021 22:09,91,57.1,0
55423,13-12-2021 22:09,91,57.1,0
55424,13-12-2021 22:11,91,57.1,0
55425,13-12-2021 22:11,91,57.1,0
55426,13-12-2021 22:13,91,57.1,0
55427,13-12-2021 22:13,91,57.1,0
55428,13-12-2021 22:16,91,57.1,0
55429,13-12-2021 22:16,91,57.1,0
55430,13-12-2021 22:16,91,57.1,0
55431,13-12-2021 22:18,91,57.1,0
55432,13-12-2021 22:18,91,57.1,0
55433,13-12-2021 22:20,91,57.1,0
55434,13-12-2021 22:20,91,57.1,0
55435,13-12-2021 22:22,91,57.1,0
55436,13-12-2021 22:22,91,57.1,0
55437,13-12-2021 22:24,91,57.1,0
55438,13-12-2021 22:24,91,57.1,0
55439,13-12-2021 22:27,91,57.1,0
55440,13-12-2021 22:27,91,57.1,0
55441,13-12-2021 22:29,91,57.1,0
55442,13-12-2021 22:29,91,57.1,0
55443,13-12-2021 22:29,91,57.1,0
55444,13-12-2021 22:31,91,57.1,0
55445,13-12-2021 22:31,91,57.1,0
55446,13-12-2021 22:33,91,57.1,0
55447,13-12-2021 22:33,91,57.1,0
55448,13-12-2021 22:35,91,57.1,0
55449,13-12-2021 22:35,91,57.1,0
55450,13-12-2021 22:37,91,57.1,0
55451,13-12-2021 22:37,91,57.1,0
55452,13-12-2021 22:40,91,57.1,0
55453,13-12-2021 22:40,91,57.1,0
55454,13-12-2021 22:42,91,57.1,0
55455,13-12-2021 22:42,91,57.1,0
55456,13-12-2021 22:42,91,57.1,0
55457,13-12-2021 22:44,91,57.1,0
55458,13-12-2021 22:44,91,57.1,0
55459,13-12-2021 22:46,91,57.1,0
55460,13-12-2021 22:46,91,57.1,0
55461,13-12-2021 22:48,91,57.1,0
55462,13-12-2021 22:48,91,57.1,0
55463,13-12-2021 22:51,91,57.1,0
55464,13-12-2021 22:51,91,57.1,0
55465,13-12-2021 22:53,91,57.1,0
55466,13-12-2021 22:53,91,57.1,0
55467,13-12-2021 22:53,91,57.1,0
55468,13-12-2021 22:55,91,57.1,0
55469,13-12-2021 22:55,91,57.1,0
55470,13-12-2021 22:57,91,57.1,0
55471,13-12-2021 22:57,91,57.1,0
55472,13-12-2021 22:59,91,57.1,0
55473,13-12-2021 22:59,91,57.1,0
55474,13-12-2021 23:01,91,57.1,0
55475,13-12-2021 23:01,91,57.1,0
55476,13-12-2021 23:04,91,57.1,0
55477,13-12-2021 23:04,91,57.1,0
55478,13-12-2021 23:04,91,57.1,0
55479,13-12-2021 23:06,91,57.1,0
55480,13-12-2021 23:08,91,57.1,0
55481,13-12-2021 23:08,91,57.1,0
55482,13-12-2021 23:08,91,57.1,0
55483,13-12-2021 23:10,91,57.1,0
55484,13-12-2021 23:10,91,57,0
55485,13-12-2021 23:12,91,57.1,0
55486,13-12-2021 23:12,91,57.1,0
55487,13-12-2021 23:15,91,57.1,0
55488,13-12-2021 23:15,91,57.1,0
55489,13-12-2021 23:15,91,57.1,0
55490,13-12-2021 23:17,91,57.1,0
55491,13-12-2021 23:17,91,57,0
55492,13-12-2021 23:19,91,57.1,0
55493,13-12-2021 23:19,91,57.1,0
55494,13-12-2021 23:21,91,57,0
55495,13-12-2021 23:21,91,57.1,0
55496,13-12-2021 23:23,91,57,0
55497,13-12-2021 23:23,91,57,0
55498,13-12-2021 23:25,91,57,0
55499,13-12-2021 23:25,91,57,0
55500,13-12-2021 23:28,91,57,0
55501,13-12-2021 23:28,91,57,0
55502,13-12-2021 23:28,91,57,0
55503,13-12-2021 23:30,91,57,0
55504,13-12-2021 23:30,91,57,0
55505,13-12-2021 23:32,91,57,0
55506,13-12-2021 23:32,91,57,0
55507,13-12-2021 23:34,91,57,0
55508,13-12-2021 23:34,91,57,0
55509,13-12-2021 23:36,91,57,0
55510,13-12-2021 23:36,91,57,0
55511,13-12-2021 23:39,91,57,0
55512,13-12-2021 23:39,91,57,0
55513,13-12-2021 23:39,91,57,0
55514,13-12-2021 23:41,91,57,0
55515,13-12-2021 23:41,91,57,0
55516,13-12-2021 23:43,91,57,0
55517,13-12-2021 23:43,91,57,0
55518,13-12-2021 23:45,91,57,0
55519,13-12-2021 23:45,91,57,0
55520,13-12-2021 23:47,91,57,0
55521,13-12-2021 23:47,91,57,0
55522,13-12-2021 23:50,91,57,0
55523,13-12-2021 23:50,91,57,0
55524,13-12-2021 23:50,91,57,0
55525,13-12-2021 23:52,91,57,0
55526,13-12-2021 23:52,91,57,0
55527,13-12-2021 23:54,91,57,0
55528,13-12-2021 23:54,91,57,0
55529,13-12-2021 23:56,91,57,0
55530,13-12-2021 23:56,91,57,0
55531,13-12-2021 23:58,91,57,0
55532,13-12-2021 23:58,91,57,0
55533,14-12-2021 00:00,91,57,0
55535,14-12-2021 00:00,91,57,0
55534,14-12-2021 00:03,91,57,0
55536,14-12-2021 00:03,91,57,0
55537,14-12-2021 00:05,91,57,0
55538,14-12-2021 00:05,91,57,0
55539,14-12-2021 00:05,91,57,0
55540,14-12-2021 00:07,91,57,0
55541,14-12-2021 00:07,91,57,0
55542,14-12-2021 00:09,91,57,0
55543,14-12-2021 00:09,91,57,0
55544,14-12-2021 00:11,91,57,0
55545,14-12-2021 00:11,91,57,0
55546,14-12-2021 00:14,91,57,0
55547,14-12-2021 00:14,91,57,0
55548,14-12-2021 00:16,91,57,0
55549,14-12-2021 00:16,91,57,0
55550,14-12-2021 00:16,91,57,0
55551,14-12-2021 00:18,91,57,0
55552,14-12-2021 00:18,91,57,0
55553,14-12-2021 00:20,91,57,0
55554,14-12-2021 00:20,91,57,0
55555,14-12-2021 00:22,91,57,0
55556,14-12-2021 00:22,91,57,0
55557,14-12-2021 00:24,91,57,0
55558,14-12-2021 00:24,91,57,0
55559,14-12-2021 00:27,91,57,0
55560,14-12-2021 00:27,91,57,0
55561,14-12-2021 00:27,91,57,0
55562,14-12-2021 00:29,91,57,0
55563,14-12-2021 00:29,91,57,0
55564,14-12-2021 00:31,91,57,0
55565,14-12-2021 00:31,91,57,0
55566,14-12-2021 00:33,91,57,0
55567,14-12-2021 00:33,91,57,0
55568,14-12-2021 00:35,91,57,0
55569,14-12-2021 00:35,91,57,0
55570,14-12-2021 00:38,91,57,0
55571,14-12-2021 00:38,91,57,0
55572,14-12-2021 00:38,91,57,0
55573,14-12-2021 00:40,91,57,0
55574,14-12-2021 00:40,91,57,0
55575,14-12-2021 00:42,91,57,0
55576,14-12-2021 00:42,91,57,0
55577,14-12-2021 00:44,91,57,0
55578,14-12-2021 00:44,91,57,0
55579,14-12-2021 00:46,91,57,0
55580,14-12-2021 00:46,91,57,0
55581,14-12-2021 00:48,91,57,0
55582,14-12-2021 00:48,91,57,0
55583,14-12-2021 00:51,91,57,0
55584,14-12-2021 00:51,91,57,0
55585,14-12-2021 00:51,91,57,0
55586,14-12-2021 00:53,91,57,0
55587,14-12-2021 00:53,91,57,0
55588,14-12-2021 00:55,91,57,0
55589,14-12-2021 00:55,91,57,0
55590,14-12-2021 00:57,91,57,0
55591,14-12-2021 00:57,91,57,0
55592,14-12-2021 00:59,91,57,0
55593,14-12-2021 00:59,91,57,0
55594,14-12-2021 01:02,91,57,0
55595,14-12-2021 01:02,91,57,0
55596,14-12-2021 01:02,91,57,0
55597,14-12-2021 01:04,91,57,0
55598,14-12-2021 01:04,91,57,0
55599,14-12-2021 01:06,91,57,0
55600,14-12-2021 01:06,91,57,0
55601,14-12-2021 01:08,91,57,0
55602,14-12-2021 01:08,91,57,0
55603,14-12-2021 01:10,91,57,0
55604,14-12-2021 01:10,91,57,0
55605,14-12-2021 01:13,91,57,0
55606,14-12-2021 01:13,91,57,0
55607,14-12-2021 01:13,91,57,0
55608,14-12-2021 01:15,91,57,0
55609,14-12-2021 01:15,91,57,0
55610,14-12-2021 01:17,91,57,0
55611,14-12-2021 01:17,91,57,0
55612,14-12-2021 01:19,91,57,0
55613,14-12-2021 01:19,91,57,0
55614,14-12-2021 01:21,91,57,0
55615,14-12-2021 01:21,91,57,0
55616,14-12-2021 01:23,91,57,0
55617,14-12-2021 01:23,91,57,0
55618,14-12-2021 01:26,91,57,0
55619,14-12-2021 01:26,91,57,0
55620,14-12-2021 01:26,91,57,0
55621,14-12-2021 01:28,91,57,0
55622,14-12-2021 01:28,91,57,0
55623,14-12-2021 01:30,91,57,0
55624,14-12-2021 01:30,91,57,0
55625,14-12-2021 01:32,91,57,0
55626,14-12-2021 01:32,91,57,0
55627,14-12-2021 01:34,91,57,0
55628,14-12-2021 01:34,91,57,0
55629,14-12-2021 01:37,91,57,0
55630,14-12-2021 01:37,91,57,0
55631,14-12-2021 01:37,91,57,0
55632,14-12-2021 01:39,91,57,0
55633,14-12-2021 01:39,91,57,0
55634,14-12-2021 01:41,91,57,0
55635,14-12-2021 01:41,91,57,0
55636,14-12-2021 01:43,91,57,0
55637,14-12-2021 01:43,91,57,0
55638,14-12-2021 01:45,91,57,0
55639,14-12-2021 01:45,91,57,0
55640,14-12-2021 01:47,91,57,0
55641,14-12-2021 01:47,91,57,0
55642,14-12-2021 01:50,91,57,0
55643,14-12-2021 01:50,91,57,0
55645,14-12-2021 01:50,91,57,0
55644,14-12-2021 01:52,91,57,0
55646,14-12-2021 01:52,91,57,0
55647,14-12-2021 01:54,91,57,0
55648,14-12-2021 01:54,91,57,0
55649,14-12-2021 01:56,91,57,0
55650,14-12-2021 01:56,91,57,0
55651,14-12-2021 01:58,91,57,0
55652,14-12-2021 01:58,91,57,0
55653,14-12-2021 02:01,91,57,0
55654,14-12-2021 02:01,91,57,0
55655,14-12-2021 02:01,91,57,0
55656,14-12-2021 02:03,91,57,0
55657,14-12-2021 02:03,91,57,0
55658,14-12-2021 02:05,91,57,0
55659,14-12-2021 02:05,91,57,0
55660,14-12-2021 02:07,91,57,0
55661,14-12-2021 02:07,91,57,0
55662,14-12-2021 02:09,91,57,0
55663,14-12-2021 02:09,91,57,0
55664,14-12-2021 02:12,91,57,0
55665,14-12-2021 02:12,91,57,0
55666,14-12-2021 02:14,91,57,0
55667,14-12-2021 02:14,91,57,0
55668,14-12-2021 02:14,91,57,0
55669,14-12-2021 02:16,91,57,0
55670,14-12-2021 02:16,91,57,0
55671,14-12-2021 02:18,91,57,0
55672,14-12-2021 02:18,91,57,0
55673,14-12-2021 02:20,91,57,0
55674,14-12-2021 02:20,91,57,0
55675,14-12-2021 02:22,91,57,0
55676,14-12-2021 02:22,91,57,0
55677,14-12-2021 02:25,91,57,0
55678,14-12-2021 02:25,91,57,0
55679,14-12-2021 02:25,91,57,0
55680,14-12-2021 02:27,91,57,0
55681,14-12-2021 02:29,91,57,0
55682,14-12-2021 02:29,91,57,0
55683,14-12-2021 02:29,91,57,0
55684,14-12-2021 02:31,91,57,0
55685,14-12-2021 02:31,91,57,0
55686,14-12-2021 02:33,91,57,0
55687,14-12-2021 02:33,91,57,0
55688,14-12-2021 02:36,91,57,0
55689,14-12-2021 02:36,91,57,0
55690,14-12-2021 02:36,91,57,0
55691,14-12-2021 02:38,91,57,0
55692,14-12-2021 02:38,91,57,0
55693,14-12-2021 02:40,91,57,0
55694,14-12-2021 02:40,91,57,0
55695,14-12-2021 02:42,91,57,0
55696,14-12-2021 02:42,91,57,0
55697,14-12-2021 02:44,91,57,0
55698,14-12-2021 02:44,91,57,0
55699,14-12-2021 02:46,91,57,0
55700,14-12-2021 02:46,91,57,0
55701,14-12-2021 02:49,91,57,0
55702,14-12-2021 02:49,91,57,0
55703,14-12-2021 02:49,91,57,0
55704,14-12-2021 02:51,91,57,0
55705,14-12-2021 02:51,91,57,0
55706,14-12-2021 02:53,91,57,0
55707,14-12-2021 02:53,91,57,0
55708,14-12-2021 02:55,91,57,0
55709,14-12-2021 02:55,91,57,0
55710,14-12-2021 02:57,91,57,0
55711,14-12-2021 02:57,91,57,0
55712,14-12-2021 03:00,91,57,0
55713,14-12-2021 03:00,91,57,0
55714,14-12-2021 03:00,91,57,0
55715,14-12-2021 03:02,91,57,0
55716,14-12-2021 03:02,91,57,0
55717,14-12-2021 03:04,91,57,0
55718,14-12-2021 03:04,91,57,0
55719,14-12-2021 03:06,91,57,0
55720,14-12-2021 03:06,91,57,0
55721,14-12-2021 03:08,91,57,0
55722,14-12-2021 03:08,91,57,0
55723,14-12-2021 03:10,91,57,0
55724,14-12-2021 03:10,91,57,0
55725,14-12-2021 03:13,91,57,0
55726,14-12-2021 03:13,91,57,0
55727,14-12-2021 03:13,91,57,0
55728,14-12-2021 03:15,91,57,0
55729,14-12-2021 03:15,91,57,0
55730,14-12-2021 03:17,91,57,0
55731,14-12-2021 03:17,91,57,0
55732,14-12-2021 03:19,91,57,0
55733,14-12-2021 03:19,91,57,0
55734,14-12-2021 03:21,91,57,0
55735,14-12-2021 03:21,91,57,0
55736,14-12-2021 03:24,91,57,0
55737,14-12-2021 03:24,91,57,0
55738,14-12-2021 03:24,91,57,0
55739,14-12-2021 03:26,91,57,0
55740,14-12-2021 03:26,91,57,0
55741,14-12-2021 03:28,91,57,0
55742,14-12-2021 03:28,91,57,0
55743,14-12-2021 03:30,91,57,0
55744,14-12-2021 03:30,91,57,0
55745,14-12-2021 03:32,91,57,0
55746,14-12-2021 03:32,91,57,0
55747,14-12-2021 03:35,91,57,0
55748,14-12-2021 03:35,91,57,0
55749,14-12-2021 03:37,91,57,0
55750,14-12-2021 03:37,91,57,0
55751,14-12-2021 03:37,91,57,0
55752,14-12-2021 03:39,91,57,0
55753,14-12-2021 03:39,91,57,0
55754,14-12-2021 03:41,91,57,0
55755,14-12-2021 03:41,91,57,0
55756,14-12-2021 03:43,91,57,0
55757,14-12-2021 03:43,91,57,0
55758,14-12-2021 03:45,91,57,0
55759,14-12-2021 03:45,91,57,0
55760,14-12-2021 03:48,91,57,0
55761,14-12-2021 03:48,91,57,0
55762,14-12-2021 03:48,91,57,0
55763,14-12-2021 03:50,91,57,0
55764,14-12-2021 03:50,91,57,0
55765,14-12-2021 03:52,91,57,0
55766,14-12-2021 03:52,91,57,0
55767,14-12-2021 03:54,91,57,0
55768,14-12-2021 03:54,91,57,0
55769,14-12-2021 03:56,91,57,0
55770,14-12-2021 03:56,91,57,0
55771,14-12-2021 03:59,91,57,0
55772,14-12-2021 03:59,91,57,0
55773,14-12-2021 03:59,91,57,0
55774,14-12-2021 04:01,91,57,0
55775,14-12-2021 04:01,91,57,0
55776,14-12-2021 04:03,91,57,0
55777,14-12-2021 04:03,91,57,0
55778,14-12-2021 04:05,91,57,0
55779,14-12-2021 04:05,91,57,0
55780,14-12-2021 04:07,91,57,0
55781,14-12-2021 04:07,91,57,0
55782,14-12-2021 04:09,91,57,0
55783,14-12-2021 04:09,91,57,0
55784,14-12-2021 04:12,91,57,0
55785,14-12-2021 04:12,91,57,0
55786,14-12-2021 04:12,91,57,0
55787,14-12-2021 04:14,91,57,0
55788,14-12-2021 04:14,91,57,0
55789,14-12-2021 04:16,91,57,0
55790,14-12-2021 04:16,91,57,0
55791,14-12-2021 04:18,91,57,0
55792,14-12-2021 04:18,91,57,0
55793,14-12-2021 04:20,91,57,0
55794,14-12-2021 04:20,91,57,0
55795,14-12-2021 04:23,91,57,0
55796,14-12-2021 04:23,91,57,0
55797,14-12-2021 04:25,91,57,0
55798,14-12-2021 04:25,91,57,0
55799,14-12-2021 04:25,91,57,0
55800,14-12-2021 04:27,91,57,0
55801,14-12-2021 04:27,91,55,29.8
55802,14-12-2021 04:29,90,56.5,0
55803,14-12-2021 04:29,89,56.4,0
55804,14-12-2021 04:31,89,53.7,67.1
55805,14-12-2021 04:31,88,55.9,0
55806,14-12-2021 04:34,87,56,0
55807,14-12-2021 04:34,87,56,0
55808,14-12-2021 04:36,86,53.5,57.1
55809,14-12-2021 04:36,86,55.6,0
55810,14-12-2021 04:36,85,55.6,0
55811,14-12-2021 04:38,85,53.4,57.9
55812,14-12-2021 04:38,84,55.3,0
55813,14-12-2021 04:40,84,55.3,0
55814,14-12-2021 04:40,83,55.3,0
55815,14-12-2021 04:42,83,54.8,0
55816,14-12-2021 04:42,82,55,0
55817,14-12-2021 04:44,82,55.1,0
55818,14-12-2021 04:44,82,53.1,48.9
55819,14-12-2021 04:47,81,54.7,0
55820,14-12-2021 04:47,81,54.8,0
55821,14-12-2021 04:47,80,54.7,0
55822,14-12-2021 04:49,80,54.7,0
55823,14-12-2021 04:49,79,52.7,53.3
55824,14-12-2021 04:51,79,54.3,0
55825,14-12-2021 04:51,78,54.4,0
55826,14-12-2021 04:53,78,54.5,0
55827,14-12-2021 04:53,78,52.8,38.6
55828,14-12-2021 04:55,77,52.4,42.5
55829,14-12-2021 04:55,76,52.2,38
55830,14-12-2021 04:58,74,52.3,27.7
55831,14-12-2021 05:00,72,51.8,32.6
55832,14-12-2021 05:00,70,52.2,18.2
55833,14-12-2021 05:00,71,52.1,19.7
55834,14-12-2021 05:02,69,52.2,17.1
55835,14-12-2021 05:02,69,52.1,16
55836,14-12-2021 05:04,68,52.1,14.9
55837,14-12-2021 05:04,67,52.1,13.9
55838,14-12-2021 05:06,66,52,12.3
55839,14-12-2021 05:06,67,52.1,13.2
55840,14-12-2021 05:08,66,52,11.6
55841,14-12-2021 05:08,65,51.8,11.5
55842,14-12-2021 05:11,65,51.9,10.2
55843,14-12-2021 05:11,64,51.9,9.7
55844,14-12-2021 05:13,64,51.9,9
55845,14-12-2021 05:15,63,51.8,7.7
55846,14-12-2021 05:17,62,51.6,13.2
55847,14-12-2021 05:19,60,51,21.5
55848,14-12-2021 05:22,60,51.1,14.5
55849,14-12-2021 05:22,59,51.2,9.3
55850,14-12-2021 05:24,58,51.3,5.1
55851,14-12-2021 05:24,58,51,13.3
55852,14-12-2021 05:26,57,51.4,4.2
55853,14-12-2021 05:26,57,51.4,3.7
55854,14-12-2021 05:28,57,51.4,3.4
55855,14-12-2021 05:28,57,51.4,3
55856,14-12-2021 05:30,57,51.4,2.8
55857,14-12-2021 05:30,57,51.2,9.5
55858,14-12-2021 05:32,57,51.4,2.6
55859,14-12-2021 05:32,57,51.4,2.4
55860,14-12-2021 05:35,56,51.3,4.2
55861,14-12-2021 05:35,56,51,12.6
55862,14-12-2021 05:35,56,51.1,9
55863,14-12-2021 05:37,56,51,12.1
55864,14-12-2021 05:41,55,51.1,3.5
55865,14-12-2021 05:41,55,51.2,2
55866,14-12-2021 05:41,55,51.3,1.7
55867,14-12-2021 05:43,54,51.3,1.6
55868,14-12-2021 05:43,54,51.3,1.5
55869,14-12-2021 05:46,54,51.3,1.4
55870,14-12-2021 05:48,54,51.3,1
55871,14-12-2021 05:52,54,51.3,1
55872,14-12-2021 05:57,54,51.3,0.7
55873,14-12-2021 05:59,54,51.3,0.7
55874,14-12-2021 05:59,54,51.3,0.7
55875,14-12-2021 05:59,53,50.8,10.7
55876,14-12-2021 06:01,53,50.9,5.1
55877,14-12-2021 06:03,52,50.6,12.6
55878,14-12-2021 06:03,52,50.5,16.2
55879,14-12-2021 06:03,52,50.3,20
55880,14-12-2021 06:05,51,50.7,5.9
55881,14-12-2021 06:05,51,50.9,1.7
55882,14-12-2021 06:07,51,50.4,15.5
55883,14-12-2021 06:07,50,50.9,1.7
55884,14-12-2021 06:10,50,51,0.9
55885,14-12-2021 06:10,50,51,1
55886,14-12-2021 06:10,50,51,0.9
55887,14-12-2021 06:12,50,51,0.8
55888,14-12-2021 06:12,50,51,0.8
55889,14-12-2021 06:14,50,51,0.7
55890,14-12-2021 06:14,50,51,0.7
55891,14-12-2021 06:16,50,51,0.7
55892,14-12-2021 06:16,50,51,0.7
55893,14-12-2021 06:18,50,50.9,3.5
55894,14-12-2021 06:18,50,50.9,1.5
55895,14-12-2021 06:21,49,50.9,0.9
55896,14-12-2021 06:21,49,50.8,3.1
55897,14-12-2021 06:21,49,50.9,0.7
55898,14-12-2021 06:23,49,51,0.6
55899,14-12-2021 06:23,49,51,0.7
55900,14-12-2021 06:25,49,51,0.7
55901,14-12-2021 06:25,49,51,0.6
55902,14-12-2021 06:27,49,51,0.5
55903,14-12-2021 06:27,49,51,0.5
55904,14-12-2021 06:29,49,51,0.5
55905,14-12-2021 06:29,49,51,0.4
55906,14-12-2021 06:31,49,51,0.4
55907,14-12-2021 06:31,49,51,0.4
55908,14-12-2021 06:34,49,51,0.5
55909,14-12-2021 06:34,49,51,0.4
55910,14-12-2021 06:34,49,51,0.3
55911,14-12-2021 06:36,49,51,0.4
55912,14-12-2021 06:36,49,51,0.3
55913,14-12-2021 06:38,49,51,0.3
55914,14-12-2021 06:38,49,51,0.3
55915,14-12-2021 06:40,49,51,0.3
55916,14-12-2021 06:40,49,51,0.4
55917,14-12-2021 06:42,49,51,0
55918,14-12-2021 06:42,49,51,0.2
55919,14-12-2021 06:45,49,51,0.3
55920,14-12-2021 06:45,49,51,0.2
55921,14-12-2021 06:47,49,51,0.3
55922,14-12-2021 06:47,49,51,0.3
55923,14-12-2021 06:47,49,51,0.3
55924,14-12-2021 06:49,49,51,0
55925,14-12-2021 06:49,49,51,0.3
55926,14-12-2021 06:51,49,51,0.2
55927,14-12-2021 06:51,49,51,0
55928,14-12-2021 06:53,49,51,0
55929,14-12-2021 06:53,49,51,0
55930,14-12-2021 06:56,49,51,0.2
55931,14-12-2021 06:56,49,51,0
55932,14-12-2021 06:58,49,51,0.2
55933,14-12-2021 06:58,49,51,0
55934,14-12-2021 06:58,49,51,0.2
55935,14-12-2021 07:00,49,51,0
55936,14-12-2021 07:00,49,51,0
55937,14-12-2021 07:02,49,51,0
55938,14-12-2021 07:02,49,51,0
55939,14-12-2021 07:04,49,51,0
55940,14-12-2021 07:06,49,51,0
55941,14-12-2021 07:06,49,51,0
55942,14-12-2021 07:09,49,51,0
55943,14-12-2021 07:09,49,51,0
55944,14-12-2021 07:11,49,51,0
55945,14-12-2021 07:11,49,51,0
55946,14-12-2021 07:11,49,51,0
55947,14-12-2021 07:11,49,51,0
55948,14-12-2021 07:11,49,51,0
55949,14-12-2021 07:11,49,51,0
55950,14-12-2021 07:13,49,51,0
55951,14-12-2021 07:13,49,51,0
55952,14-12-2021 07:15,49,51,0
55953,14-12-2021 07:15,49,51,0
55954,14-12-2021 07:15,49,51,0
55955,14-12-2021 07:15,49,51,0
55956,14-12-2021 07:15,49,51,0
55957,14-12-2021 07:17,49,51,0
55959,14-12-2021 07:17,49,51,0
55958,14-12-2021 07:20,49,51,0
55960,14-12-2021 07:20,49,51,0
55961,14-12-2021 07:20,49,51,0
55962,14-12-2021 07:20,49,51,0
55963,14-12-2021 07:20,49,51,0
55964,14-12-2021 07:20,49,51,0
55965,14-12-2021 07:20,49,51,0
55966,14-12-2021 07:20,49,51,0
55968,14-12-2021 07:20,49,51,0
55969,14-12-2021 07:20,49,51,0
55967,14-12-2021 07:22,49,51,0
55970,14-12-2021 07:22,49,51,0
55971,14-12-2021 07:22,49,51,0
55972,14-12-2021 07:24,49,51,0
55973,14-12-2021 07:24,49,51,0
55974,14-12-2021 07:26,49,51,0
55975,14-12-2021 07:26,49,51,0
55976,14-12-2021 07:26,49,51,0
55977,14-12-2021 07:26,49,51,0
55978,14-12-2021 07:26,49,51,0
55979,14-12-2021 07:26,49,51,0
55980,14-12-2021 07:26,49,51,0
55981,14-12-2021 07:26,49,51,0
55982,14-12-2021 07:26,49,51,0
55984,14-12-2021 07:26,49,51,0
55985,14-12-2021 07:26,49,51,0
55983,14-12-2021 07:28,49,51,0
55986,14-12-2021 07:28,49,51,0
55987,14-12-2021 07:28,49,51,0
55988,14-12-2021 07:28,49,51,0
55989,14-12-2021 07:28,49,51,0
55990,14-12-2021 07:28,49,51,0
55991,14-12-2021 07:30,49,51,0
