,timestamp,soc,voltage,current
2657,01-01-1970 00:00,0,0,0
25801,01-01-1970 00:00,0,0,0
71954,09-11-2021 07:05,59,52.3,0
71955,09-11-2021 07:05,93,57.3,0
71956,09-11-2021 07:07,93,56.7,12.8
71957,09-11-2021 07:07,93,57.1,2.9
71958,09-11-2021 07:07,93,57.1,0
71959,09-11-2021 07:09,93,57.1,0
71960,09-11-2021 07:09,93,57.1,0
71961,09-11-2021 07:11,93,57.2,0
71962,09-11-2021 07:11,93,57.2,0
71963,09-11-2021 07:14,93,57.2,0
71964,09-11-2021 07:14,93,57.2,0
71965,09-11-2021 07:16,93,57.2,0
71966,09-11-2021 07:16,93,57.2,0
71968,09-11-2021 07:16,93,57.2,0
71967,09-11-2021 07:18,93,57.2,0
71970,09-11-2021 07:18,93,57.2,0
71969,09-11-2021 07:20,92,56.4,22.9
71971,09-11-2021 07:20,92,56.5,15.3
71972,09-11-2021 07:22,92,56.6,11.2
71973,09-11-2021 07:22,92,56.8,0.5
71974,09-11-2021 07:25,91,56.5,6.7
71975,09-11-2021 07:25,91,56.3,11.8
71976,09-11-2021 07:27,91,56.7,0.7
71977,09-11-2021 07:27,91,56.6,0.7
71978,09-11-2021 07:27,90,56.3,8.5
71979,09-11-2021 07:29,90,56.3,7.1
71980,09-11-2021 07:29,90,56.1,12.5
71981,09-11-2021 07:31,90,56.2,8
71982,09-11-2021 07:31,90,56.2,8.1
71983,09-11-2021 07:33,89,56,14.3
71986,09-11-2021 07:33,89,56.4,0
71984,09-11-2021 07:35,89,56.4,0.7
71985,09-11-2021 07:35,89,56.5,0
71987,09-11-2021 07:38,89,56.5,0
71988,09-11-2021 07:38,89,56.5,0
71989,09-11-2021 07:38,89,56.5,0
71990,09-11-2021 07:40,89,56.5,0
71991,09-11-2021 07:40,89,56.5,0
71992,09-11-2021 07:42,89,56.5,0
71993,09-11-2021 07:42,89,56.5,0
71994,09-11-2021 07:44,89,56.5,0
71995,09-11-2021 07:44,89,56.5,0
71996,09-11-2021 07:46,89,56.5,0
71997,09-11-2021 07:46,89,55.9,15.5
71998,09-11-2021 07:49,88,55.6,16.3
71999,09-11-2021 07:49,89,56,6.7
72000,09-11-2021 07:49,88,56,6
72001,09-11-2021 07:51,88,55.6,13.5
72002,09-11-2021 07:57,86,55.6,0
72003,09-11-2021 08:06,83,54.9,11.5
72004,09-11-2021 08:15,81,54.5,12.7
72005,09-11-2021 08:15,81,54.5,0
72006,09-11-2021 08:15,81,54.4,10.6
72007,09-11-2021 08:21,79,54.5,0
72008,09-11-2021 08:21,78,54,13.6
72009,09-11-2021 08:21,78,54.4,0.3
72010,09-11-2021 08:24,78,54.2,4.5
72011,09-11-2021 08:24,78,54.4,0
72012,09-11-2021 08:26,77,53.9,12.2
72013,09-11-2021 08:26,77,54.3,0.2
72014,09-11-2021 08:26,77,54.3,0
72015,09-11-2021 08:28,77,54.4,0.4
72016,09-11-2021 08:28,77,53.7,12.4
72017,09-11-2021 08:30,76,54,0
72018,09-11-2021 08:30,76,54,0
72019,09-11-2021 08:32,76,54.2,0
72020,09-11-2021 08:32,76,54.2,0
72021,09-11-2021 08:34,76,54.2,0
72023,09-11-2021 08:34,76,54.2,0
72022,09-11-2021 08:37,76,54.2,0
72024,09-11-2021 08:37,76,53.8,9.8
72025,09-11-2021 08:37,76,54,0
72026,09-11-2021 08:39,76,54,3.2
72028,09-11-2021 08:39,75,54,2.2
72027,09-11-2021 08:41,75,54.1,0
72029,09-11-2021 08:41,75,54.1,1.5
72030,09-11-2021 08:43,75,54.1,0
72031,09-11-2021 08:43,75,54.1,0
72032,09-11-2021 08:45,75,54.1,0
72034,09-11-2021 08:45,75,54.1,0
72033,09-11-2021 08:48,75,53.6,0
72035,09-11-2021 08:48,75,54.1,0.2
72036,09-11-2021 08:50,75,54.1,0
72037,09-11-2021 08:50,75,54.1,0
72038,09-11-2021 08:52,75,54.1,0
72039,09-11-2021 08:52,75,54.1,0
72040,09-11-2021 08:54,75,54.1,0
72041,09-11-2021 08:58,75,53.2,0
72042,09-11-2021 08:58,75,53.4,16.6
72043,09-11-2021 09:01,75,53.9,0.2
72044,09-11-2021 09:01,74,53.9,0
72046,09-11-2021 09:01,74,53.9,0
72045,09-11-2021 09:03,74,53.6,7
72047,09-11-2021 09:03,74,53.8,0
72048,09-11-2021 09:05,74,53.3,10.1
72049,09-11-2021 09:07,73,53.6,0
72050,09-11-2021 09:09,72,52.8,14.5
72051,09-11-2021 09:12,71,52.8,11.7
72052,09-11-2021 09:12,71,53.3,0
72053,09-11-2021 09:12,71,53.3,0
72054,09-11-2021 09:16,70,53.3,0
72055,09-11-2021 09:16,70,52.8,10.9
72056,09-11-2021 09:18,70,53.2,0
72057,09-11-2021 09:18,70,53.2,0
72058,09-11-2021 09:20,70,53.3,0
72059,09-11-2021 09:20,70,53.3,0
72060,09-11-2021 09:27,68,52.4,12.9
72061,09-11-2021 09:31,66,52.2,12.9
72062,09-11-2021 09:31,66,51.9,14.8
72063,09-11-2021 09:33,65,52.3,0
72064,09-11-2021 09:36,65,52.4,0
72065,09-11-2021 09:36,64,52,9.5
72066,09-11-2021 09:36,64,51.8,11.4
72067,09-11-2021 09:42,62,51.7,10.2
72068,09-11-2021 09:42,62,52,0
72069,09-11-2021 09:53,60,51.2,14.5
72070,09-11-2021 09:53,59,51.2,12.6
72071,09-11-2021 09:53,59,51.6,0
72072,09-11-2021 10:00,58,51.2,7.3
72073,09-11-2021 10:00,57,50.9,16.1
72074,09-11-2021 10:02,57,51.2,6.7
72075,09-11-2021 10:02,57,51.4,0
72076,09-11-2021 10:02,57,51.4,2.9
72077,09-11-2021 10:04,57,51.1,8.7
72078,09-11-2021 10:08,55,51.3,0
72079,09-11-2021 10:08,55,50.9,10.6
72080,09-11-2021 10:13,54,51.1,0
72081,09-11-2021 10:13,54,51,4.2
72082,09-11-2021 10:15,53,51.1,0
72083,09-11-2021 10:15,54,50.7,11.6
72084,09-11-2021 10:17,53,50.4,19.9
72085,09-11-2021 10:21,51,50.9,0.2
72086,09-11-2021 10:24,51,50.3,18.3
72087,09-11-2021 10:26,50,50.4,14.5
72088,09-11-2021 10:30,48,50.7,0.3
72089,09-11-2021 10:30,48,50.2,14.5
72090,09-11-2021 10:32,47,50.8,0.2
72091,09-11-2021 10:32,47,50.7,2
72092,09-11-2021 10:35,47,50.8,0
72093,09-11-2021 10:35,47,50.8,0
72094,09-11-2021 10:37,47,50.4,9.5
72095,09-11-2021 10:37,46,50.7,1.4
72096,09-11-2021 10:39,46,50.6,0.5
72097,09-11-2021 10:48,43,49.9,18.5
72098,09-11-2021 10:48,43,50.6,0
72099,09-11-2021 10:50,43,49.8,21.8
72100,09-11-2021 10:52,42,50.1,12.5
72101,09-11-2021 10:52,43,50.5,0
72102,09-11-2021 10:56,42,50.5,0
72103,09-11-2021 10:59,42,50.6,0
72104,09-11-2021 10:59,42,50.6,0
72105,09-11-2021 11:01,42,50.6,0
72106,09-11-2021 11:07,42,50.6,0
72107,09-11-2021 11:07,42,50.6,0
72108,09-11-2021 11:10,42,50.6,0.3
72110,09-11-2021 11:10,42,50.6,0
72109,09-11-2021 11:12,42,50.6,0
72111,09-11-2021 11:12,42,50.6,0
72112,09-11-2021 11:12,42,50.6,0
72113,09-11-2021 11:14,42,49.9,22
72114,09-11-2021 11:14,41,50.5,0.8
72115,09-11-2021 11:16,41,50.4,0
72116,09-11-2021 11:23,40,49.7,19.7
72117,09-11-2021 11:23,39,49.7,18.5
72118,09-11-2021 11:25,38,49.7,16.2
72119,09-11-2021 11:25,38,49.8,12.4
72120,09-11-2021 11:27,37,50.2,0
72122,09-11-2021 11:27,37,50.2,0.2
72121,09-11-2021 11:29,37,50.1,1.7
72123,09-11-2021 11:29,36,49.9,6.6
72124,09-11-2021 11:36,35,49.5,16.5
72125,09-11-2021 11:38,34,50.1,0
72126,09-11-2021 11:38,34,49.8,9.1
72127,09-11-2021 11:40,34,49.7,10.1
72128,09-11-2021 11:40,33,49.3,22.5
72129,09-11-2021 11:42,33,49.5,13.5
72130,09-11-2021 11:42,33,50,0
72131,09-11-2021 11:44,33,50,0
19898,10-11-2021 05:33,33,50.1,0
19899,10-11-2021 05:33,91,57,0
19900,10-11-2021 05:33,91,57,0
19901,10-11-2021 05:33,91,56.5,10.7
19902,10-11-2021 05:35,91,56.2,18.4
19903,10-11-2021 05:35,90,56.9,0
19904,10-11-2021 05:37,90,56.8,0.4
19905,10-11-2021 05:39,90,56.8,0
19906,10-11-2021 05:39,90,56.7,0
19907,10-11-2021 05:39,90,56.7,0.6
19908,10-11-2021 05:41,90,56.7,0
19909,10-11-2021 05:41,90,56.6,0.8
19910,10-11-2021 05:44,89,56.2,10.4
19911,10-11-2021 05:46,89,56.4,5.4
19912,10-11-2021 05:46,89,56.4,1.5
19913,10-11-2021 05:48,89,56.4,1
19914,10-11-2021 05:50,88,56,10.8
19915,10-11-2021 05:50,88,56.4,0
19916,10-11-2021 05:52,88,56.4,0
19917,10-11-2021 05:52,88,56.4,0
19918,10-11-2021 05:55,88,56.4,0
19919,10-11-2021 05:55,88,56.4,0
19920,10-11-2021 05:59,87,56.1,0
19921,10-11-2021 05:59,88,56,1.2
19922,10-11-2021 06:01,87,56,1.2
19923,10-11-2021 06:05,86,55.9,0.3
19925,10-11-2021 06:05,86,55.9,0
19924,10-11-2021 06:08,86,55.9,0
19926,10-11-2021 06:08,86,55.5,7.8
19927,10-11-2021 06:08,86,55.6,4.2
19928,10-11-2021 06:10,85,55.7,0.4
19929,10-11-2021 06:10,85,55.8,0
19930,10-11-2021 06:12,85,55.6,0.6
19931,10-11-2021 06:14,84,55.6,0
19932,10-11-2021 06:21,84,55.6,0
19933,10-11-2021 06:21,84,55.6,0
19934,10-11-2021 06:23,84,55.6,0
19935,10-11-2021 06:23,84,55.6,0
19936,10-11-2021 06:23,84,55.6,0
19937,10-11-2021 06:25,84,55.6,0
19938,10-11-2021 06:27,84,55.6,0
19939,10-11-2021 06:30,84,55.6,0
19940,10-11-2021 06:30,84,55.4,3
19941,10-11-2021 06:32,84,55.6,0
19942,10-11-2021 06:32,84,54.8,22
19943,10-11-2021 06:34,84,54.8,14.4
19944,10-11-2021 06:36,83,55.1,3.3
19945,10-11-2021 06:38,83,55.2,0.5
19946,10-11-2021 06:38,83,55.2,0.2
19947,10-11-2021 06:40,82,55.1,0.6
19948,10-11-2021 06:43,82,55.2,0
19949,10-11-2021 06:43,82,55.1,0
19950,10-11-2021 06:45,82,55,1
19951,10-11-2021 06:47,81,54.7,6.7
19952,10-11-2021 06:47,81,55,0
19953,10-11-2021 06:49,81,55,0
19954,10-11-2021 06:49,81,55.1,0
19955,10-11-2021 06:51,81,55.1,0
19956,10-11-2021 06:51,81,55.1,0
19957,10-11-2021 06:54,81,55.1,0
19958,10-11-2021 06:54,81,55.1,0
19959,10-11-2021 06:56,81,55.1,0
19960,10-11-2021 06:56,81,55.1,0
19961,10-11-2021 06:56,81,55.1,0
19962,10-11-2021 06:58,81,55.1,0
19963,10-11-2021 06:58,81,55.1,0
19964,10-11-2021 07:11,81,55.1,0
19965,10-11-2021 07:11,81,55.1,0
19966,10-11-2021 07:13,81,55.1,0
19967,10-11-2021 07:15,81,55.1,0
19969,10-11-2021 07:20,81,55.1,0
19968,10-11-2021 07:22,81,55.1,0
19970,10-11-2021 07:22,81,55.1,0
19971,10-11-2021 07:26,81,54.8,0.7
19972,10-11-2021 07:26,81,55,0
19973,10-11-2021 07:29,80,54.8,0.7
19974,10-11-2021 07:29,80,54.8,1.2
19975,10-11-2021 07:31,80,54.6,1.1
19976,10-11-2021 07:31,80,54.8,0
19977,10-11-2021 07:31,80,54.7,0
19978,10-11-2021 07:33,79,54.5,0.7
19979,10-11-2021 07:33,79,53.8,22.1
19980,10-11-2021 07:35,79,54.6,0
19981,10-11-2021 07:35,79,54,17.8
19982,10-11-2021 07:37,79,54.4,1.4
19983,10-11-2021 07:37,78,54.4,0
19984,10-11-2021 07:39,78,54.3,1.1
19985,10-11-2021 07:42,78,54.3,0.8
19986,10-11-2021 07:42,77,54.2,0.2
19987,10-11-2021 07:42,77,54.1,1.7
19988,10-11-2021 07:44,77,53.6,19.8
19989,10-11-2021 07:44,77,54.1,0.3
19990,10-11-2021 07:46,76,53.8,6.9
19991,10-11-2021 07:46,76,53.2,20.6
19992,10-11-2021 07:48,75,53.3,0
19993,10-11-2021 07:50,75,54,0
19994,10-11-2021 07:50,75,53.4,0
19995,10-11-2021 07:55,75,53.5,0
19996,10-11-2021 07:55,75,53.8,1.5
19997,10-11-2021 07:57,74,53,22.6
19998,10-11-2021 07:59,74,53.7,0
19999,10-11-2021 08:01,73,53.5,0.5
20000,10-11-2021 08:01,73,53.6,0
20001,10-11-2021 08:03,73,53.7,0
20002,10-11-2021 08:03,73,52.9,22.1
20003,10-11-2021 08:06,73,53.6,0
20004,10-11-2021 08:06,72,53.3,0.6
20005,10-11-2021 08:06,72,52.8,17.5
20006,10-11-2021 08:10,72,53.2,1
20007,10-11-2021 08:10,71,53.3,0
20008,10-11-2021 08:10,71,53.1,4.4
20009,10-11-2021 08:12,71,53.3,0
20010,10-11-2021 08:12,71,53.1,0
20011,10-11-2021 08:14,70,52.4,21.8
20012,10-11-2021 08:14,70,53,0
20013,10-11-2021 08:17,70,53,0.3
20014,10-11-2021 08:17,70,52.4,0
20015,10-11-2021 08:19,70,53.1,0
20016,10-11-2021 08:19,69,53,0
20017,10-11-2021 08:21,69,52.9,0.7
20018,10-11-2021 08:21,69,53,0
20020,10-11-2021 08:21,69,52.9,1.1
20019,10-11-2021 08:23,69,52.8,0.9
20021,10-11-2021 08:23,68,52.8,3.6
20022,10-11-2021 08:25,68,52.9,0
20023,10-11-2021 08:25,68,52.7,0.4
20024,10-11-2021 08:27,68,52.8,0
20025,10-11-2021 08:27,68,52.6,5.8
20026,10-11-2021 08:30,68,52.8,0
20027,10-11-2021 08:30,67,52.7,0
20028,10-11-2021 08:32,67,52.7,0.7
20029,10-11-2021 08:32,67,52.7,0
20030,10-11-2021 08:32,67,52.7,0
20031,10-11-2021 08:34,67,52.8,0
20032,10-11-2021 08:34,67,52.8,0
20033,10-11-2021 08:36,67,52.2,15.9
20034,10-11-2021 08:36,67,52.6,0.7
20036,10-11-2021 08:38,67,52.6,0.7
20035,10-11-2021 08:41,67,52.6,0
20037,10-11-2021 08:41,67,52.5,2.4
20038,10-11-2021 08:41,66,52.3,6
20039,10-11-2021 08:45,66,52.5,0
20040,10-11-2021 08:49,65,51.7,21.9
20041,10-11-2021 08:49,65,52.3,1.7
20042,10-11-2021 08:49,65,52.3,0.5
20043,10-11-2021 08:49,65,51.8,13.4
20044,10-11-2021 08:52,65,52.3,0
20045,10-11-2021 08:52,65,52.4,0
20046,10-11-2021 08:52,65,52.4,0
20047,10-11-2021 08:54,65,52.5,0
20048,10-11-2021 08:54,65,52.5,0
20049,10-11-2021 08:56,65,52.5,0
20050,10-11-2021 08:56,65,52.2,0
20051,10-11-2021 08:58,64,52.1,4.3
20052,10-11-2021 08:58,64,51.5,17.2
20053,10-11-2021 09:05,64,52.1,0
20054,10-11-2021 09:07,63,51.8,6.2
20055,10-11-2021 09:07,63,52.1,0
20056,10-11-2021 09:07,63,52.2,0
20057,10-11-2021 09:09,63,52.2,0
20059,10-11-2021 09:09,63,52.2,0
20058,10-11-2021 09:11,63,52.2,0
20060,10-11-2021 09:11,63,52.2,0
20061,10-11-2021 09:13,63,52.2,0
20062,10-11-2021 09:13,63,52.2,0
20063,10-11-2021 09:18,62,51.8,0.5
20064,10-11-2021 09:18,62,51.6,3.3
20065,10-11-2021 09:20,62,51.8,0
20066,10-11-2021 09:20,62,51.9,0
20067,10-11-2021 09:20,62,51.9,0
20068,10-11-2021 09:22,62,52,0
20069,10-11-2021 09:22,62,52,0
20070,10-11-2021 09:24,62,51.6,10.7
20071,10-11-2021 09:24,62,51.7,3.7
20072,10-11-2021 09:26,61,51.7,0.7
20073,10-11-2021 09:26,61,51.8,0
20074,10-11-2021 09:29,61,51.8,0
20075,10-11-2021 09:29,61,51.7,0.4
20076,10-11-2021 09:29,61,51.1,15.6
20077,10-11-2021 09:37,60,50.8,22
20078,10-11-2021 09:37,60,50.9,16
20079,10-11-2021 09:37,59,50.8,18.4
20080,10-11-2021 09:42,59,51.4,0.5
20081,10-11-2021 09:48,58,51.4,0
20082,10-11-2021 09:51,57,51.3,0
20083,10-11-2021 09:53,57,51.1,0
20084,10-11-2021 09:53,57,51.1,1.7
20085,10-11-2021 09:55,56,51.1,0
20086,10-11-2021 09:55,56,50.9,7.5
20087,10-11-2021 09:57,56,51.1,0.5
20088,10-11-2021 09:57,56,51.1,0.4
20089,10-11-2021 09:59,55,51.1,0
20090,10-11-2021 09:59,55,51.1,0
20091,10-11-2021 10:01,55,51.2,0
20092,10-11-2021 10:01,55,51.2,0
20093,10-11-2021 10:04,55,51.2,0
20094,10-11-2021 10:04,55,51.2,0
20095,10-11-2021 10:04,55,51.2,0
20096,10-11-2021 10:06,55,51.2,0
20097,10-11-2021 10:06,55,51.2,0
20098,10-11-2021 10:08,55,51.2,0
20099,10-11-2021 10:08,55,51.2,0
20100,10-11-2021 10:10,55,51.2,0
20101,10-11-2021 10:10,55,51.2,0
20102,10-11-2021 10:12,55,51.2,0
20103,10-11-2021 10:12,55,51.2,0
20104,10-11-2021 10:15,55,51.2,0
20105,10-11-2021 10:15,55,51.2,0
20106,10-11-2021 10:17,55,51.2,0
20107,10-11-2021 10:17,55,51.2,0
20108,10-11-2021 10:17,55,51.2,0
20109,10-11-2021 10:19,55,51.2,0
20110,10-11-2021 10:19,55,51.2,0
20111,10-11-2021 10:21,55,51.2,0
20112,10-11-2021 10:21,55,51.2,0
20113,10-11-2021 10:23,55,51.2,0
20114,10-11-2021 10:23,55,51.7,13.1
20115,10-11-2021 10:25,56,52,15.5
20116,10-11-2021 10:25,57,52.1,15.6
20117,10-11-2021 10:28,57,52.2,15.5
20118,10-11-2021 10:28,58,52.3,15.6
20119,10-11-2021 10:28,59,52.4,15.6
20120,10-11-2021 10:30,60,52.6,15.6
20121,10-11-2021 10:30,59,52.5,15.5
20122,10-11-2021 10:32,60,52.7,15.5
20123,10-11-2021 10:32,61,52.8,15.5
20124,10-11-2021 10:34,62,52.4,2.9
20125,10-11-2021 10:34,62,52.6,9.4
20126,10-11-2021 10:36,62,52.9,15.2
20127,10-11-2021 10:36,63,53,15.4
20128,10-11-2021 10:39,64,53.1,15.3
20129,10-11-2021 10:39,64,53.2,15.3
20130,10-11-2021 10:39,65,53.2,15.3
20131,10-11-2021 10:41,65,52.8,2.8
20132,10-11-2021 10:43,66,52.9,7.5
20133,10-11-2021 10:43,66,53.3,15.3
20134,10-11-2021 10:43,67,53.4,15.3
20135,10-11-2021 10:45,67,53.5,15.2
20136,10-11-2021 10:45,68,53.6,15.3
20137,10-11-2021 10:47,69,53.7,15.3
20138,10-11-2021 10:47,69,53.2,2.8
20139,10-11-2021 10:49,69,53.6,13.3
20140,10-11-2021 10:49,70,53.8,15.3
20141,10-11-2021 10:52,70,53.9,15.3
20142,10-11-2021 10:52,71,54,15.3
20143,10-11-2021 10:52,72,54.1,15.3
20144,10-11-2021 10:54,72,53.6,2.9
20145,10-11-2021 10:54,72,54,13.2
20146,10-11-2021 10:56,73,54.2,15.5
20147,10-11-2021 10:56,73,54.3,15.4
20148,10-11-2021 10:58,74,54.4,15.4
20149,10-11-2021 10:58,75,54.1,2.8
20150,10-11-2021 11:00,75,54.1,5.5
20151,10-11-2021 11:00,75,54.6,15.5
20152,10-11-2021 11:03,76,54.7,15.5
20153,10-11-2021 11:03,77,54.8,15.4
20154,10-11-2021 11:05,77,54.9,15.4
20155,10-11-2021 11:05,77,54.4,2.7
20156,10-11-2021 11:05,78,54.9,15.5
20157,10-11-2021 11:07,78,55,15.4
20158,10-11-2021 11:07,79,55.2,15.4
20159,10-11-2021 11:09,80,55.3,15.5
20160,10-11-2021 11:09,80,54.8,2.7
20161,10-11-2021 11:11,80,55.1,12.7
20162,10-11-2021 11:11,81,55.4,15.4
20163,10-11-2021 11:14,82,55.7,15.4
20164,10-11-2021 11:14,81,55.5,15.4
20165,10-11-2021 11:16,83,55.8,15.4
20166,10-11-2021 11:16,83,55.2,2.8
20167,10-11-2021 11:16,83,55.6,13.5
20168,10-11-2021 11:18,84,55.9,15.3
20169,10-11-2021 11:18,84,56,15.3
20170,10-11-2021 11:20,85,56.1,15.4
20171,10-11-2021 11:20,86,55.8,2.7
20172,10-11-2021 11:22,86,56.2,15.4
20173,10-11-2021 11:22,86,55.7,5.2
20174,10-11-2021 11:24,87,56.4,15.4
20175,10-11-2021 11:24,87,56.5,15.4
20176,10-11-2021 11:27,88,56.6,15.3
20177,10-11-2021 11:27,88,56.1,3.4
20178,10-11-2021 11:29,89,56.6,15.3
20179,10-11-2021 11:29,89,56.8,15.4
20180,10-11-2021 11:29,90,56.9,15.4
20181,10-11-2021 11:31,91,57.1,15.4
20182,10-11-2021 11:31,91,56.5,2.7
20183,10-11-2021 11:33,91,56.9,12.2
20184,10-11-2021 11:33,92,57,12
20185,10-11-2021 11:35,92,57.1,10.9
20186,10-11-2021 11:35,92,57.1,10.1
20187,10-11-2021 11:38,93,57.1,9.2
20188,10-11-2021 11:38,93,57.2,8.4
20189,10-11-2021 11:40,94,57.2,7.8
20190,10-11-2021 11:40,94,57.2,7
20191,10-11-2021 11:40,94,57.2,6.5
20192,10-11-2021 11:42,94,57.2,6
20193,10-11-2021 11:42,95,57.2,5.5
20194,10-11-2021 11:44,95,57.2,5.3
20195,10-11-2021 11:44,95,57.3,5
20196,10-11-2021 11:46,95,57.3,4.6
20197,10-11-2021 11:46,95,57.3,4.1
20198,10-11-2021 11:48,96,57.3,3.9
20199,10-11-2021 11:48,96,57.3,3.4
20200,10-11-2021 11:51,96,57.3,3.3
20201,10-11-2021 11:51,96,57.3,3
20202,10-11-2021 11:51,96,57.3,2.9
20203,10-11-2021 11:53,96,57.4,4.1
20204,10-11-2021 11:53,97,57.4,3.7
20205,10-11-2021 11:55,97,57.4,3.3
20206,10-11-2021 11:55,97,57.3,1.7
20207,10-11-2021 11:57,97,57.3,1.7
20208,10-11-2021 11:57,97,57.3,1.7
20209,10-11-2021 11:59,97,57.4,2.7
20210,10-11-2021 11:59,97,57.4,2.4
20211,10-11-2021 12:02,97,57.4,2
20212,10-11-2021 12:02,97,57.4,1.9
20213,10-11-2021 12:04,97,57.4,0.8
20214,10-11-2021 12:04,97,57.3,0
20215,10-11-2021 12:04,97,57.3,0
20216,10-11-2021 12:06,97,57.3,0
20217,10-11-2021 12:06,97,57.3,0
20218,10-11-2021 12:08,97,57.3,0
20219,10-11-2021 12:08,97,57.3,0
20220,10-11-2021 12:10,97,57.3,0
20221,10-11-2021 12:10,97,57.3,0
20222,10-11-2021 12:12,97,57.3,0
20223,10-11-2021 12:12,97,57.2,0
20224,10-11-2021 12:15,97,57.2,0
20225,10-11-2021 12:15,97,57.2,0
20226,10-11-2021 12:15,97,57.2,0
20227,10-11-2021 12:17,97,57.2,0
20228,10-11-2021 12:17,92,57.2,0
20229,10-11-2021 12:19,92,57.2,0
20230,10-11-2021 12:19,92,57.2,0
20231,10-11-2021 12:21,92,57.2,0
20232,10-11-2021 12:21,92,57.2,0
20233,10-11-2021 12:23,92,57.2,0
20234,10-11-2021 12:23,92,57.2,0
20235,10-11-2021 12:26,92,57.2,0
20236,10-11-2021 12:26,92,57.2,0
20237,10-11-2021 12:26,92,57.2,0
20238,10-11-2021 12:28,92,57.6,9.1
20239,10-11-2021 12:28,92,57.4,1
20240,10-11-2021 12:30,92,57.4,1.4
20241,10-11-2021 12:30,92,57.4,0.3
20242,10-11-2021 12:32,92,57.3,0
20243,10-11-2021 12:32,92,57.3,0
20244,10-11-2021 12:34,92,57.3,0
20245,10-11-2021 12:34,92,57.3,0
20246,10-11-2021 12:37,92,57.3,0
20247,10-11-2021 12:37,92,57.3,0
20248,10-11-2021 12:37,92,57.3,0
20249,10-11-2021 12:39,92,57.3,0
20250,10-11-2021 12:39,92,57.3,0
20251,10-11-2021 12:41,92,57.3,0
20252,10-11-2021 12:41,92,57.3,0
20253,10-11-2021 12:43,92,57.3,0
20254,10-11-2021 12:43,92,57.3,0
20255,10-11-2021 12:45,92,57.3,0
20256,10-11-2021 12:45,92,57.3,0
20257,10-11-2021 12:47,92,57.3,0
20258,10-11-2021 12:47,92,57.3,0
20259,10-11-2021 12:50,92,57.3,0
20260,10-11-2021 12:50,92,57.3,0
20261,10-11-2021 12:50,92,57.3,0
20262,10-11-2021 12:52,92,57.3,0
20263,10-11-2021 12:52,92,57.3,0
20264,10-11-2021 12:54,92,57.3,0
20265,10-11-2021 12:54,92,57.3,0
20266,10-11-2021 12:56,92,57.3,0
20267,10-11-2021 12:56,92,57.3,0
20268,10-11-2021 12:58,92,57.3,0
20269,10-11-2021 12:58,92,57.3,0
20270,10-11-2021 13:01,92,56.7,13.3
20271,10-11-2021 13:01,92,56.4,15.2
20272,10-11-2021 13:01,91,56.5,9.5
20273,10-11-2021 13:03,90,56.2,14.4
20274,10-11-2021 13:03,90,56,19.4
20275,10-11-2021 13:05,89,56.1,9.5
20276,10-11-2021 13:05,89,56.1,12.3
20277,10-11-2021 13:07,89,56,10.6
20278,10-11-2021 13:07,88,56.1,5.5
20279,10-11-2021 13:09,88,56.2,2.9
20280,10-11-2021 13:09,88,56.2,3.4
20281,10-11-2021 13:11,87,56.2,2.5
20282,10-11-2021 13:11,87,56.2,2.2
20283,10-11-2021 13:14,87,56.2,1.6
20284,10-11-2021 13:14,87,56.2,1.9
20285,10-11-2021 13:14,87,56.2,1.7
20286,10-11-2021 13:16,87,56.2,1.4
20287,10-11-2021 13:16,87,56.2,1.2
20288,10-11-2021 13:18,87,56.2,1.1
20289,10-11-2021 13:18,87,56.2,0.9
20290,10-11-2021 13:20,87,56.2,0.9
20291,10-11-2021 13:20,87,56.2,0.8
20292,10-11-2021 13:22,87,56.2,0.7
20293,10-11-2021 13:22,87,56.2,0.6
20294,10-11-2021 13:25,87,56.2,0.6
20295,10-11-2021 13:25,87,56.2,0.6
20296,10-11-2021 13:27,87,56.2,0.4
20297,10-11-2021 13:27,87,56.2,0.5
20299,10-11-2021 13:27,87,56.2,0.5
20298,10-11-2021 13:29,87,56.2,0.4
20300,10-11-2021 13:29,87,56.2,0.2
20301,10-11-2021 13:31,87,56.2,0.3
20302,10-11-2021 13:31,87,56.2,0.2
20303,10-11-2021 13:33,87,56.2,0.2
20304,10-11-2021 13:33,87,56.2,0.2
20305,10-11-2021 13:36,87,56.2,0.2
20306,10-11-2021 13:36,87,56.2,0
20307,10-11-2021 13:42,86,56.2,0
20308,10-11-2021 13:42,86,56.2,0
20309,10-11-2021 13:42,86,56.2,0
20310,10-11-2021 13:44,86,56.2,0
20311,10-11-2021 13:44,86,56.2,0
20312,10-11-2021 13:46,86,56.2,0
20313,10-11-2021 13:46,86,56.2,0
20314,10-11-2021 13:49,86,56.2,0
20315,10-11-2021 13:49,86,56.2,0
20316,10-11-2021 13:51,86,56.2,0
20317,10-11-2021 13:51,86,56.2,0
20318,10-11-2021 13:51,86,56.2,0
20319,10-11-2021 14:06,86,55.6,11.6
20320,10-11-2021 14:06,86,55.8,3.8
20321,10-11-2021 14:08,85,55.7,2.5
20322,10-11-2021 14:13,83,55.2,7.9
20323,10-11-2021 14:13,83,54.8,18.1
20324,10-11-2021 14:13,83,55.4,0.4
20325,10-11-2021 14:28,79,54.7,2.2
20326,10-11-2021 14:28,79,54.6,7.1
20327,10-11-2021 14:28,79,54.1,13.9
20328,10-11-2021 14:28,78,54.5,1.8
